Type,Year,Make,Model,Price,Milleage,Average Review,Transmission,Color,Interior Color,Features,Availability,Description,Car Image
Luxury,2018,Audi,SQ5 Premium Plus,"$50,998",29K mi,5                ,Automatic                    ,Blue                    , Red                    ,"Luxury Package, 4WD/AWD, Supercharged Engine, Leather Seats, Satellite Radio Ready, Parking Sensors","Available at your store CarMax Norwood, MA"," Used 2018 Audi SQ5 Premium Plus for sale - $50,998, 28,160 miles with 4WD/AWD, Turbo Charged Engine, Leather Seats, Satellite Radio Ready, Parking Sensors, Rear View Camera",https://media-service.carmax.com/img/vehicles/21749031/1_cleaned.jpg?width=800
Luxury,2019,Volkswagen,Tiguan SEL,"$34,998",15K mi,4.333333333333333                ,Automatic                    ,Gray                    , Black                    ,"Luxury Package, 4WD/AWD, Supercharged Engine, Leather Seats, Satellite Radio Ready, Parking Sensors","Available at your store CarMax Norwood, MA"," Used 2019 Volkswagen Tiguan SEL for sale - $34,998, 14,848 miles with 4WD/AWD, Turbo Charged Engine, Leatherette Seats, Satellite Radio Ready, Parking Sensors, Rear View Camera",https://media-service.carmax.com/img/vehicles/21748811/1_cleaned.jpg?width=800
Luxury,2017,Cadillac,ATS Luxury,"$27,998",45K mi,4.666666666666667                ,Automatic                    ,Blue                    , Tan                    ,"Luxury Package, 4WD/AWD, Supercharged Engine, Leather Seats, Satellite Radio Ready, Parking Sensors","Available at your store CarMax Norwood, MA"," Used 2017 Cadillac ATS Luxury for sale - $27,998, 44,494 miles with Run Flat Tires, 4WD/AWD, Turbo Charged Engine, Leather Seats, BOSE Sound System, Parking Sensors",https://media-service.carmax.com/img/vehicles/21748544/1_cleaned.jpg?width=800
Luxury,2016,BMW,X3 XDrive28i,"$33,998",33K mi,0                ,Automatic                    ,Silver                    , Black                    ,"Luxury Package, 4WD/AWD, Supercharged Engine, Leather Seats, Satellite Radio Ready, Parking Sensors","Available at your store CarMax Norwood, MA"," Used 2016 BMW X3 XDrive28i for sale - $33,998, 32,267 miles with Premium Package, Technology Package, Cold Weather Package, Head Up Display, 4WD/AWD, Turbo Charged Engine",https://media-service.carmax.com/img/vehicles/21749061/1_cleaned.jpg?width=800
Sport Car,2016,Ford,Mustang Shelby GT350R,"$68,998",6K mi,4.75                ,Manual 6 Speed                    ,White                    , Black                    ,"Leather & Suede Seats, Rear View Camera, Front Seat Heaters, Navigation System, Rear Spoiler, Satellite Radio Ready","Available at your store CarMax Norwood, MA"," Used 2016 Ford Mustang Shelby GT350R for sale - $68,998, 5,200 miles with Leather & Suede Seats, Rear View Camera, Front Seat Heaters, Navigation System, Rear Spoiler, Satellite Radio Ready",https://media-service.carmax.com/img/vehicles/21298247/1_cleaned.jpg?width=800
Sport Car,2020,Dodge,Challenger R/T Scat Pack,"$44,998",23K mi,5                ,Automatic                    ,White                    , Black                    ,"Leather & Suede Seats, Rear View Camera, Front Seat Heaters, Navigation System, Rear Spoiler, Satellite Radio Ready","Available at your store CarMax Norwood, MA"," Used 2020 Dodge Challenger R/T Scat Pack for sale - $44,998, 22,339 miles with Leather & Suede Seats, Harman Kardon Sound, Parking Sensors, Rear View Camera, Navigation System, Front Seat Heaters",https://media-service.carmax.com/img/vehicles/21748567/1_cleaned.jpg?width=800
Sport Car,2019,Mazda,MX-5 Miata RF Grand Touring,"$30,998",21K mi,5                ,Automatic                    ,Blue                    , Black                    ,"Leather & Suede Seats, Rear View Camera, Front Seat Heaters, Navigation System, Rear Spoiler, Satellite Radio Ready","Available at your store CarMax Norwood, MA"," Used 2019 Mazda MX-5 Miata RF Grand Touring for sale - $30,998, 20,283 miles with Hard Top, Leather Seats, BOSE Sound System, Rear View Camera, Front Seat Heaters, Navigation System",https://media-service.carmax.com/img/vehicles/21575246/1_cleaned.jpg?width=800
Sport Car,2018,Audi,A5 Premium Plus,"$36,998",42K mi,5                ,Automatic                    ,Black                    , Black                    ,"Leather & Suede Seats, Rear View Camera, Front Seat Heaters, Navigation System, Rear Spoiler, Satellite Radio Ready","Available at your store CarMax Norwood, MA"," Used 2018 Audi A5 Premium Plus for sale - $36,998, 41,300 miles with 4WD/AWD, Turbo Charged Engine, Leather Seats, Parking Sensors, Rear View Camera, Navigation System",https://media-service.carmax.com/img/vehicles/21517436/1_cleaned.jpg?width=800
Sport Car,2020,Mazda,MX-5 Miata Club,"$33,998",4K mi,0                ,Manual 6 Speed                    ,Red                    , Black                    ,"Leather & Suede Seats, Rear View Camera, Front Seat Heaters, Navigation System, Rear Spoiler, Satellite Radio Ready","Available at your store CarMax Norwood, MA"," Used 2020 Mazda MX-5 Miata Club for sale - $33,998, 3,059 miles with Soft Top, BOSE Sound System, Rear View Camera, Front Seat Heaters, Navigation System, Alloy Wheels",https://media-service.carmax.com/img/vehicles/21748948/1_cleaned.jpg?width=800
Sport Car,2013,Mini,Cooper ,"$14,998",71K mi,4.7407407407407405                ,Automatic                    ,Black                    , Black                    ,"Leather & Suede Seats, Rear View Camera, Front Seat Heaters, Navigation System, Rear Spoiler, Satellite Radio Ready","Available at your store CarMax Norwood, MA"," Used 2013 Mini Cooper  for sale - $14,998, 70,688 miles with Leatherette Seats, Front Seat Heaters, Cruise Control, Auxiliary Audio Input, Alloy Wheels, Overhead Airbags",https://media-service.carmax.com/img/vehicles/21517795/1_cleaned.jpg?width=800
Sport Car,2015,Chevrolet,Camaro LS,"$22,998",45K mi,4.433333333333334                ,Manual 6 Speed                    ,Blue                    , Black                    ,"Leather & Suede Seats, Rear View Camera, Front Seat Heaters, Navigation System, Rear Spoiler, Satellite Radio Ready","Free Shipping from CarMax North Attleboro, MA"," Used 2015 Chevrolet Camaro LS for sale - $22,998, 44,650 miles with Alloy Wheels, Satellite Radio Ready, Traction Control, Cruise Control, Auxiliary Audio Input, Overhead Airbags",https://media-service.carmax.com/img/vehicles/21568923/1_cleaned.jpg?width=800
Sport Car,2018,Toyota,86 ,"$28,998",26K mi,0                ,Automatic                    ,White                    , Black                    ,"Leather & Suede Seats, Rear View Camera, Front Seat Heaters, Navigation System, Rear Spoiler, Satellite Radio Ready","Free Shipping from CarMax North Attleboro, MA"," Used 2018 Toyota 86  for sale - $28,998, 25,573 miles with Rear View Camera, Cruise Control, Auxiliary Audio Input, Alloy Wheels, Overhead Airbags, Traction Control",https://media-service.carmax.com/img/vehicles/21517819/1_cleaned.jpg?width=800
Sport Car,2016,Ford,Mustang GT,"$36,998",24K mi,4.75                ,Manual 6 Speed                    ,Black                    , Black                    ,"Leather & Suede Seats, Rear View Camera, Front Seat Heaters, Navigation System, Rear Spoiler, Satellite Radio Ready","Free Shipping from CarMax North Attleboro, MA"," Used 2016 Ford Mustang GT for sale - $36,998, 23,070 miles with Soft Top, Leather & Suede Seats, Rear View Camera, Parking Sensors, Front Seat Heaters, Navigation System",https://media-service.carmax.com/img/vehicles/21393526/1_cleaned.jpg?width=800
Sport Car,2020,Ford,Mustang Shelby GT500,"$92,998",6K mi,5                ,Automatic                    ,Gray                    , Black                    ,"Leather & Suede Seats, Rear View Camera, Front Seat Heaters, Navigation System, Rear Spoiler, Satellite Radio Ready","Free Shipping from CarMax North Attleboro, MA"," Used 2020 Ford Mustang Shelby GT500 for sale - $92,998, 5,217 miles with Technology Package, Supercharged Engine, Leather Seats, Rear View Camera, Front Seat Heaters, Navigation System",https://media-service.carmax.com/img/vehicles/20824623/1_cleaned.jpg?width=800
Sport Car,2016,Dodge,Challenger R/T,"$30,998",57K mi,4.583333333333333                ,Manual 6 Speed                    ,Gray                    , Black                    ,"Leather & Suede Seats, Rear View Camera, Front Seat Heaters, Navigation System, Rear Spoiler, Satellite Radio Ready","Free Shipping from CarMax Danvers, MA"," Used 2016 Dodge Challenger R/T for sale - $30,998, 56,752 miles with Cold Weather Package, Leather Seats, Sunroof(s), Alpine Sound System, Rear View Camera, Navigation System",https://media-service.carmax.com/img/vehicles/21748421/1_cleaned.jpg?width=800
Sport Car,2013,Dodge,Challenger R/T,"$29,998",17K mi,4.7                ,Manual 6 Speed                    ,Silver                    , Black                    ,"Leather & Suede Seats, Rear View Camera, Front Seat Heaters, Navigation System, Rear Spoiler, Satellite Radio Ready","Free Shipping from CarMax Danvers, MA"," Used 2013 Dodge Challenger R/T for sale - $29,998, 16,730 miles with Navigation System, Cruise Control, Auxiliary Audio Input, Rear Spoiler, Alloy Wheels, Overhead Airbags",https://media-service.carmax.com/img/vehicles/21575661/1_cleaned.jpg?width=800
Sport Car,2015,Ford,Mustang 50 Year Limited Edition,"$37,998",11K mi,4.516129032258065                ,Manual 6 Speed                    ,Green                    , Black                    ,"Leather & Suede Seats, Rear View Camera, Front Seat Heaters, Navigation System, Rear Spoiler, Satellite Radio Ready","Free Shipping from CarMax Danvers, MA"," Used 2015 Ford Mustang 50 Year Limited Edition for sale - $37,998, 10,766 miles with Leather Seats, Rear View Camera, Front Seat Heaters, Alloy Wheels, A/C Seat(s), Satellite Radio Ready",https://media-service.carmax.com/img/vehicles/21748910/1_cleaned.jpg?width=800
Sport Car,2020,Audi,RS3 ,"$68,998",13K mi,0                ,Automatic                    ,Green                    , Black                    ,"Leather & Suede Seats, Rear View Camera, Front Seat Heaters, Navigation System, Rear Spoiler, Satellite Radio Ready","Free Shipping from CarMax Danvers, MA"," Used 2020 Audi RS3  for sale - $68,998, 12,422 miles with 4WD/AWD, Turbo Charged Engine, Leather Seats, Parking Sensors, Rear View Camera, Navigation System",https://media-service.carmax.com/img/vehicles/21297998/1_cleaned.jpg?width=800
Sport Car,2018,Jaguar,XF 25T Premium,"$36,998",17K mi,5                ,Automatic                    ,White                    , Tan                    ,"Leather & Suede Seats, Rear View Camera, Front Seat Heaters, Navigation System, Rear Spoiler, Satellite Radio Ready","Free Shipping from CarMax Danvers, MA"," Used 2018 Jaguar XF 25T Premium for sale - $36,998, 16,888 miles with 4WD/AWD, Turbo Charged Engine, Leatherette Seats, Rear View Camera, Navigation System, Front Seat Heaters",https://media-service.carmax.com/img/vehicles/21517869/1_cleaned.jpg?width=800
Sport Car,2020,Acura,TLX ,"$37,998",24K mi,5                ,Automatic                    ,Silver                    , Black                    ,"Leather & Suede Seats, Rear View Camera, Front Seat Heaters, Navigation System, Rear Spoiler, Satellite Radio Ready","Free Shipping from CarMax Danvers, MA"," Used 2020 Acura TLX  for sale - $37,998, 23,857 miles with Technology Package, 4WD/AWD, Leather Seats, Sunroof(s), Parking Sensors, Rear View Camera",https://media-service.carmax.com/img/vehicles/20937247/1_cleaned.jpg?width=800
Sport Car,2018,Chevrolet,Camaro LS,"$24,998",45K mi,4.666666666666667                ,Manual 6 Speed                    ,Black                    , Black                    ,"Leather & Suede Seats, Rear View Camera, Front Seat Heaters, Navigation System, Rear Spoiler, Satellite Radio Ready","Free Shipping from CarMax Danvers, MA"," Used 2018 Chevrolet Camaro LS for sale - $24,998, 44,179 miles with Turbo Charged Engine, Rear View Camera, Alloy Wheels, 20 Inch Plus Wheels, Satellite Radio Ready, Traction Control",https://media-service.carmax.com/img/vehicles/20676341/1_cleaned.jpg?width=800
Sport Car,2013,Mercedes-Benz,SL550 ,"$47,998",35K mi,5                ,Automatic                    ,Silver                    , Red                    ,"Leather & Suede Seats, Rear View Camera, Front Seat Heaters, Navigation System, Rear Spoiler, Satellite Radio Ready","Free Shipping from CarMax Danvers, MA"," Used 2013 Mercedes-Benz SL550  for sale - $47,998, 34,784 miles with Hard Top, Premium Package, Turbo Charged Engine, Leather Seats, Harman Kardon Sound, Rear View Camera",https://media-service.carmax.com/img/vehicles/21146243/1_cleaned.jpg?width=800
Sport Car,2017,Dodge,Challenger SXT Plus,"$29,998",34K mi,3.6                ,Automatic                    ,Orange                    , Black                    ,"Leather & Suede Seats, Rear View Camera, Front Seat Heaters, Navigation System, Rear Spoiler, Satellite Radio Ready","Free Shipping from CarMax Danvers, MA"," Used 2017 Dodge Challenger SXT Plus for sale - $29,998, 33,379 miles with Leather Seats, Sunroof(s), Alpine Sound System, Parking Sensors, Rear View Camera, Navigation System",https://media-service.carmax.com/img/vehicles/20893077/1_cleaned.jpg?width=800
Sport Car,2018,BMW,M550 I xDrive,"$59,998",19K mi,0                ,Automatic                    ,Blue                    , Tan                    ,"Leather & Suede Seats, Rear View Camera, Front Seat Heaters, Navigation System, Rear Spoiler, Satellite Radio Ready","Free Shipping from CarMax Danvers, MA"," Used 2018 BMW M550 I xDrive for sale - $59,998, 18,729 miles with Cold Weather Package, Run Flat Tires, Head Up Display, 4WD/AWD, Turbo Charged Engine, Leather Seats",https://media-service.carmax.com/img/vehicles/21393234/1_cleaned.jpg?width=800
Sport Car,2018,Jaguar,XE Prestige,"$35,998",22K mi,4                ,Automatic                    ,Blue                    , Black                    ,"Leather & Suede Seats, Rear View Camera, Front Seat Heaters, Navigation System, Rear Spoiler, Satellite Radio Ready","Free Shipping from CarMax Danvers, MA"," Used 2018 Jaguar XE Prestige for sale - $35,998, 21,997 miles with Technology Package, Run Flat Tires, 4WD/AWD, Leather Seats, Parking Sensors, Rear View Camera",https://media-service.carmax.com/img/vehicles/21353875/1_cleaned.jpg?width=800
Sport Car,2015,Porsche,Boxster ,"$55,998",21K mi,0                ,Manual 6 Speed                    ,White                    , Black                    ,"Leather & Suede Seats, Rear View Camera, Front Seat Heaters, Navigation System, Rear Spoiler, Satellite Radio Ready","Free Shipping from CarMax Westborough, MA"," Used 2015 Porsche Boxster  for sale - $55,998, 20,692 miles with Soft Top, Leather Seats, Rear View Camera, Front Seat Heaters, Navigation System, Alloy Wheels",https://media-service.carmax.com/img/vehicles/21574760/1_cleaned.jpg?width=800
Sport Car,2017,Chevrolet,Corvette Stingray,"$51,998",18K mi,5                ,Manual 7 Speed                    ,Black                    , Red                    ,"Leather & Suede Seats, Rear View Camera, Front Seat Heaters, Navigation System, Rear Spoiler, Satellite Radio Ready","Free Shipping from CarMax Westborough, MA"," Used 2017 Chevrolet Corvette Stingray for sale - $51,998, 17,243 miles with Targa, Run Flat Tires, Leather Seats, BOSE Sound System, Rear View Camera, Alloy Wheels",https://media-service.carmax.com/img/vehicles/21378177/1_cleaned.jpg?width=800
Sport Car,2015,Mercedes-Benz,SLK350 ,"$39,998",32K mi,0                ,Automatic                    ,White                    , Red                    ,"Leather & Suede Seats, Rear View Camera, Front Seat Heaters, Navigation System, Rear Spoiler, Satellite Radio Ready","Free Shipping from CarMax Westborough, MA"," Used 2015 Mercedes-Benz SLK350  for sale - $39,998, 31,860 miles with Sport Package, Leather Seats, Harman Kardon Sound, Navigation System, Front Seat Heaters, Panoramic Sunroof",https://media-service.carmax.com/img/vehicles/21569172/1_cleaned.jpg?width=800
Diesel Engine,2021,Ram,2500 Laramie,"$73,998",24K mi,0                ,Automatic                    ,Blue                    , Black                    ,"4WD/AWD, Leather Seats, Satellite Radio Ready, Parking Sensors, Rear View Camera, Front Seat Heaters","Available at your store CarMax Norwood, MA"," Used 2021 Ram 2500 Laramie for sale - $73,998, 23,415 miles with 4WD/AWD, Leather Seats, Satellite Radio Ready, Parking Sensors, Rear View Camera, Front Seat Heaters",https://media-service.carmax.com/img/vehicles/21575515/1_cleaned.jpg?width=800
Diesel Engine,2018,Chevrolet,Silverado 2500 LTZ,"$61,998",69K mi,5                ,Automatic                    ,White                    , Black                    ,"4WD/AWD, Leather Seats, Satellite Radio Ready, Parking Sensors, Rear View Camera, Front Seat Heaters","Free Shipping from CarMax North Attleboro, MA"," Used 2018 Chevrolet Silverado 2500 LTZ for sale - $61,998, 68,980 miles with Z71 Package, Bed Cover, 4WD/AWD, Leather Seats, BOSE Sound System, Satellite Radio Ready",https://media-service.carmax.com/img/vehicles/21396693/1_cleaned.jpg?width=800
Diesel Engine,2017,Ram,3500 Laramie Limited,"$72,998",5K mi,0                ,Automatic                    ,Red                    , Black                    ,"4WD/AWD, Leather Seats, Satellite Radio Ready, Parking Sensors, Rear View Camera, Front Seat Heaters","Free Shipping from CarMax Danvers, MA"," Used 2017 Ram 3500 Laramie Limited for sale - $72,998, 4,773 miles with Cold Weather Package, Bed Cover, 4WD/AWD, Leather Seats, Alpine Sound System, Satellite Radio Ready",https://media-service.carmax.com/img/vehicles/20677332/1_cleaned.jpg?width=800
Diesel Engine,2018,Jaguar,XE Prestige,"$35,998",22K mi,4                ,Automatic                    ,Blue                    , Black                    ,"4WD/AWD, Leather Seats, Satellite Radio Ready, Parking Sensors, Rear View Camera, Front Seat Heaters","Free Shipping from CarMax Danvers, MA"," Used 2018 Jaguar XE Prestige for sale - $35,998, 21,997 miles with Technology Package, Run Flat Tires, 4WD/AWD, Leather Seats, Parking Sensors, Rear View Camera",https://media-service.carmax.com/img/vehicles/21353875/1_cleaned.jpg?width=800
Diesel Engine,2019,Ram,3500 Tradesman,"$70,998",9K mi,0                ,Automatic                    ,White                    , Black                    ,"4WD/AWD, Leather Seats, Satellite Radio Ready, Parking Sensors, Rear View Camera, Front Seat Heaters","Free Shipping from CarMax Westborough, MA"," Used 2019 Ram 3500 Tradesman for sale - $70,998, 8,013 miles with Long Bed, Dual Rear Wheels, Bed Cover, 4WD/AWD, Satellite Radio Ready, Parking Sensors",https://media-service.carmax.com/img/vehicles/21393397/1_cleaned.jpg?width=800
Diesel Engine,2016,Ford,F350 Lariat,"$58,998",73K mi,5                ,Automatic                    ,White                    , Tan                    ,"4WD/AWD, Leather Seats, Satellite Radio Ready, Parking Sensors, Rear View Camera, Front Seat Heaters","Free Shipping from CarMax Westborough, MA"," Used 2016 Ford F350 Lariat for sale - $58,998, 72,670 miles with 4WD/AWD, Leather Seats, Satellite Radio Ready, Parking Sensors, Rear View Camera, Front Seat Heaters",https://media-service.carmax.com/img/vehicles/21568707/1_cleaned.jpg?width=800
Diesel Engine,2017,Nissan,Titan XD Platinum Reserve,"$45,998",59K mi,3.3333333333333335                ,Automatic                    ,Red                    , Brown                    ,"4WD/AWD, Leather Seats, Satellite Radio Ready, Parking Sensors, Rear View Camera, Front Seat Heaters","Free Shipping from CarMax Westborough, MA"," Used 2017 Nissan Titan XD Platinum Reserve for sale - $45,998, 58,309 miles with Bed Cover, 4WD/AWD, Leather Seats, Rockford Fosgate Sound, Satellite Radio Ready, Parking Sensors",https://media-service.carmax.com/img/vehicles/21393789/1_cleaned.jpg?width=800
Diesel Engine,2016,Ram,1500 Laramie Limited,"$40,998",95K mi,4.8                ,Automatic                    ,Gray                    , Black                    ,"4WD/AWD, Leather Seats, Satellite Radio Ready, Parking Sensors, Rear View Camera, Front Seat Heaters","Free Shipping from CarMax Westborough, MA"," Used 2016 Ram 1500 Laramie Limited for sale - $40,998, 94,446 miles with 4WD/AWD, Adjustable Suspension, Leather Seats, Alpine Sound System, Satellite Radio Ready, Parking Sensors",https://media-service.carmax.com/img/vehicles/20450117/1_cleaned.jpg?width=800
Diesel Engine,2021,Chevrolet,Silverado 2500 Custom,"$67,998",12K mi,0                ,Automatic                    ,White                    , Black                    ,"4WD/AWD, Leather Seats, Satellite Radio Ready, Parking Sensors, Rear View Camera, Front Seat Heaters","Free Shipping from CarMax Westborough, MA"," Used 2021 Chevrolet Silverado 2500 Custom for sale - $67,998, 11,920 miles with 4WD/AWD, Rear View Camera, Alloy Wheels, Traction Control, 20 Inch Plus Wheels, Tow Hitch",https://media-service.carmax.com/img/vehicles/21569242/1_cleaned.jpg?width=800
Diesel Engine,2017,BMW,X5 XDrive35D,"$42,998",51K mi,4.666666666666667                ,Automatic                    ,Black                    , Black                    ,"4WD/AWD, Leather Seats, Satellite Radio Ready, Parking Sensors, Rear View Camera, Front Seat Heaters","Free Shipping from CarMax Westborough, MA"," Used 2017 BMW X5 XDrive35D for sale - $42,998, 50,709 miles with Premium Package, Cold Weather Package, Head Up Display, Run Flat Tires, 4WD/AWD, Leather Seats",https://media-service.carmax.com/img/vehicles/21393662/1_cleaned.jpg?width=800
Diesel Engine,2015,Ford,F350 Platinum,"$57,998",54K mi,3                ,Automatic                    ,Black                    , Black                    ,"4WD/AWD, Leather Seats, Satellite Radio Ready, Parking Sensors, Rear View Camera, Front Seat Heaters","Free Shipping from CarMax Manchester, NH"," Used 2015 Ford F350 Platinum for sale - $57,998, 53,864 miles with 4WD/AWD, Leather Seats, Satellite Radio Ready, Parking Sensors, Rear View Camera, Navigation System",https://media-service.carmax.com/img/vehicles/21048374/1_cleaned.jpg?width=800
Diesel Engine,2018,BMW,540 D xDrive,"$50,998",31K mi,5                ,Automatic                    ,Black                    , Brown                    ,"4WD/AWD, Leather Seats, Satellite Radio Ready, Parking Sensors, Rear View Camera, Front Seat Heaters","Free Shipping from CarMax Manchester, NH"," Used 2018 BMW 540 D xDrive for sale - $50,998, 30,655 miles with Run Flat Tires, Head Up Display, 4WD/AWD, Leather Seats, Harman Kardon Sound, Parking Sensors",https://media-service.carmax.com/img/vehicles/21396619/1_cleaned.jpg?width=800
Diesel Engine,2017,Jaguar,XF Premium,"$37,998",7K mi,4.25                ,Automatic                    ,White                    , Black                    ,"4WD/AWD, Leather Seats, Satellite Radio Ready, Parking Sensors, Rear View Camera, Front Seat Heaters","$99 Shipping from CarMax Hartford, CT"," Used 2017 Jaguar XF Premium for sale - $37,998, 6,886 miles with 4WD/AWD, Leather Seats, Rear View Camera, Navigation System, Panoramic Sunroof, Satellite Radio Ready",https://media-service.carmax.com/img/vehicles/21402517/1_cleaned.jpg?width=800
Diesel Engine,2018,Ram,3500 SLT,"$64,998",36K mi,5                ,Automatic                    ,White                    , Gray                    ,"4WD/AWD, Leather Seats, Satellite Radio Ready, Parking Sensors, Rear View Camera, Front Seat Heaters","$99 Shipping from CarMax Hartford, CT"," Used 2018 Ram 3500 SLT for sale - $64,998, 35,487 miles with Long Bed, Dual Rear Wheels, Fifth Wheel Tow Hitch, Bed Cover, 4WD/AWD, Satellite Radio Ready",https://media-service.carmax.com/img/vehicles/21639273/1_cleaned.jpg?width=800
Diesel Engine,2021,Ram,1500 Bighorn,"$46,998",12K mi,0                ,Automatic                    ,Black                    , Black                    ,"4WD/AWD, Leather Seats, Satellite Radio Ready, Parking Sensors, Rear View Camera, Front Seat Heaters","$99 Shipping from CarMax Waterbury, CT"," Used 2021 Ram 1500 Bighorn for sale - $46,998, 11,765 miles with 4WD/AWD, Satellite Radio Ready, Rear View Camera, Bed Liner, Alloy Wheels, Auxiliary Audio Input",https://media-service.carmax.com/img/vehicles/21480215/1_cleaned.jpg?width=800
Diesel Engine,2013,Ford,F250 XLT,"$45,998",45K mi,4.571428571428571                ,Automatic                    ,Silver                    , Gray                    ,"4WD/AWD, Leather Seats, Satellite Radio Ready, Parking Sensors, Rear View Camera, Front Seat Heaters","$99 Shipping from CarMax Waterbury, CT"," Used 2013 Ford F250 XLT for sale - $45,998, 44,526 miles with Bed Cover, 4WD/AWD, Running Boards, Alloy Wheels, Auxiliary Audio Input, Overhead Airbags",https://media-service.carmax.com/img/vehicles/21372576/1_cleaned.jpg?width=800
Van,2017,Toyota,Sienna Limited Premium,"$36,998",82K mi,4.222222222222222                ,Automatic                    ,Blue                    , Gray                    ,"4WD/AWD, Leather Seats, Power Sliding Door(s), JBL Sound System, Satellite Radio Ready, DVD Video System","Available at your store CarMax Norwood, MA"," Used 2017 Toyota Sienna Limited Premium for sale - $36,998, 81,620 miles with 4WD/AWD, Leather Seats, Power Sliding Door(s), JBL Sound System, Satellite Radio Ready, DVD Video System",https://media-service.carmax.com/img/vehicles/21517890/1_cleaned.jpg?width=800
Van,2019,Honda,Odyssey Elite,"$43,998",50K mi,4                ,Automatic                    ,Blue                    , Gray                    ,"4WD/AWD, Leather Seats, Power Sliding Door(s), JBL Sound System, Satellite Radio Ready, DVD Video System","Available at your store CarMax Norwood, MA"," Used 2019 Honda Odyssey Elite for sale - $43,998, 49,963 miles with Leather Seats, Power Sliding Door(s), Satellite Radio Ready, DVD Video System, Rear View Camera, Parking Sensors",https://media-service.carmax.com/img/vehicles/21748947/1_cleaned.jpg?width=800
Van,2016,Honda,Odyssey Touring Elite,"$36,998",36K mi,4.833333333333333                ,Automatic                    ,Gray                    , Gray                    ,"4WD/AWD, Leather Seats, Power Sliding Door(s), JBL Sound System, Satellite Radio Ready, DVD Video System","Available at your store CarMax Norwood, MA"," Used 2016 Honda Odyssey Touring Elite for sale - $36,998, 35,640 miles with Leather Seats, Power Sliding Door(s), Satellite Radio Ready, DVD Video System, Rear View Camera, Parking Sensors",https://media-service.carmax.com/img/vehicles/21748751/1_cleaned.jpg?width=800
Van,2018,Ford,Transit Connect XLT,"$29,998",33K mi,0                ,Automatic                    ,Red                    , Black                    ,"4WD/AWD, Leather Seats, Power Sliding Door(s), JBL Sound System, Satellite Radio Ready, DVD Video System","Available at your store CarMax Norwood, MA"," Used 2018 Ford Transit Connect XLT for sale - $29,998, 32,858 miles with Satellite Radio Ready, Rear View Camera, Parking Sensors, Fold-Away Third Row, Rear Air Conditioning, Cruise Control",https://media-service.carmax.com/img/vehicles/21517764/1_cleaned.jpg?width=800
Van,2015,Toyota,Sienna Limited Premium,"$32,998",61K mi,4.636363636363637                ,Automatic                    ,Gray                    , Gray                    ,"4WD/AWD, Leather Seats, Power Sliding Door(s), JBL Sound System, Satellite Radio Ready, DVD Video System","Free Shipping from CarMax North Attleboro, MA"," Used 2015 Toyota Sienna Limited Premium for sale - $32,998, 60,574 miles with Run Flat Tires, 4WD/AWD, Leather Seats, Power Sliding Door(s), JBL Sound System, Satellite Radio Ready",https://media-service.carmax.com/img/vehicles/20638307/1_cleaned.jpg?width=800
Van,2019,Kia,Sedona EX,"$32,998",26K mi,0                ,Automatic                    ,White                    , Gray                    ,"4WD/AWD, Leather Seats, Power Sliding Door(s), JBL Sound System, Satellite Radio Ready, DVD Video System","Free Shipping from CarMax North Attleboro, MA"," Used 2019 Kia Sedona EX for sale - $32,998, 25,765 miles with Leather Seats, Power Sliding Door(s), Satellite Radio Ready, Rear View Camera, Parking Sensors, Fold-Away Third Row",https://media-service.carmax.com/img/vehicles/21378925/1_cleaned.jpg?width=800
Van,2016,Honda,Odyssey LX,"$28,998",21K mi,4.833333333333333                ,Automatic                    ,Silver                    , Gray                    ,"4WD/AWD, Leather Seats, Power Sliding Door(s), JBL Sound System, Satellite Radio Ready, DVD Video System","Free Shipping from CarMax North Attleboro, MA"," Used 2016 Honda Odyssey LX for sale - $28,998, 20,519 miles with Rear View Camera, Fold-Away Third Row, Quad Seats, Rear Air Conditioning, Cruise Control, Auxiliary Audio Input",https://media-service.carmax.com/img/vehicles/21378121/1_cleaned.jpg?width=800
Van,2020,Chrysler,Pacifica Hybrid Limited,"$50,998",1K mi,0                ,Automatic                    ,White                    , Black                    ,"4WD/AWD, Leather Seats, Power Sliding Door(s), JBL Sound System, Satellite Radio Ready, DVD Video System","Free Shipping from CarMax Danvers, MA"," Used 2020 Chrysler Pacifica Hybrid Limited for sale - $50,998, 730 miles with Leather Seats, Power Sliding Door(s), Satellite Radio Ready, DVD Video System, Rear View Camera, Parking Sensors",https://media-service.carmax.com/img/vehicles/21517136/1_cleaned.jpg?width=800
Van,2018,Toyota,Sienna XLE,"$35,998",51K mi,4.75                ,Automatic                    ,Silver                    , Gray                    ,"4WD/AWD, Leather Seats, Power Sliding Door(s), JBL Sound System, Satellite Radio Ready, DVD Video System","Free Shipping from CarMax Danvers, MA"," Used 2018 Toyota Sienna XLE for sale - $35,998, 50,258 miles with Leather Seats, Power Sliding Door(s), Satellite Radio Ready, Rear View Camera, Parking Sensors, Sunroof(s)",https://media-service.carmax.com/img/vehicles/21396520/1_cleaned.jpg?width=800
